model_id,target,date,SE,AE,CRPS,PB,RMSE,MAE,MAPE%,SMAPE%,WMAPE%,Bias_y_minus_pred,Coverage80,Coverage95
mutual_lags_LGBM_2,Q_Power,2022-02-18,60660.37031008403,206.45233796165016,148.47918067949533,78.11921180035529,246.2932607890115,206.45233796165016,21.680593538603677,24.97301578656011,23.19102900521218,206.45233796165016,0.2916666666666667,0.7916666666666666
mutual_lags_LGBM_2,Q_Power,2022-02-19,16855.92703754085,101.71399769034628,75.86912279460346,39.84284631167273,129.83037794576757,101.71399769034628,12.750420198483884,13.682984697702175,13.932470062371928,81.03580360798505,0.625,0.9166666666666666
mutual_lags_LGBM_2,Q_Power,2022-02-20,7221.153113684796,79.2378245633303,50.721807982559824,26.432710905075506,84.97736824404952,79.2378245633303,12.427070653184176,13.364199304379104,12.585173350803915,79.2378245633303,0.9166666666666666,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-21,8507.011005772058,80.84221912542164,53.818385722824814,28.072835640796868,92.23345925298507,80.84221912542164,10.863406419948921,11.614575984721158,10.209499363345188,66.8182405996941,0.875,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-22,7933.179883834695,72.59416164952279,46.96845946048603,24.455613937110755,89.06840002961036,72.59416164952279,7.844780920877303,8.241900444276297,8.2858224168381,66.06540091448859,0.9166666666666666,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-23,14847.02237113007,93.70374181461143,68.57892405743537,36.04086482092348,121.84835809780151,93.70374181461143,11.151873812570921,11.107814301197811,11.306635513075285,0.2631497755950913,0.625,0.9583333333333334
mutual_lags_LGBM_2,Q_Power,2022-02-24,24890.9902446113,137.52066761632736,97.16655527195144,51.20404466728229,157.76878729524196,137.52066761632736,13.72508089904432,14.946026348641759,14.42045484363523,125.05230652507623,0.4166666666666667,0.9166666666666666
mutual_lags_LGBM_2,Q_Power,2022-02-25,54529.42463569636,153.97744420710268,127.34729410851632,66.665162185026,233.51536274021964,153.97744420710268,23.869622340593242,18.757338256608858,20.11199636978875,-125.62373846029074,0.5416666666666666,0.7916666666666666
mutual_lags_LGBM_2,Q_Power,2022-02-26,25557.792685496377,132.34045857648744,89.64990368039143,47.179111033645576,159.8680477315476,132.34045857648744,20.733948559066437,18.22244217654584,21.589422064314107,-132.34045857648744,0.6666666666666666,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-27,8164.63092251667,51.98138245343758,46.3325045167883,24.168849812403426,90.35834727636772,51.98138245343758,6.8147590176661765,7.444133808606914,8.223763712055307,51.49694311973545,0.875,1.0
mutual_lags_LGBM_2,Q_Power,2022-02-28,12409.034400571787,91.08822525053284,64.08273522370514,33.65636643397549,111.39584552653562,91.08822525053284,14.68985014180586,13.322964614197758,13.432612619666035,-66.94020058100132,0.6666666666666666,1.0
own_lags_LGBM_0,Q_Power,2022-01-01,1902.1855786460656,37.859263399874834,36.64747306750862,19.03555654022229,43.61405253637944,37.859263399874834,8.298970288450931,7.901506797235615,8.157785633070237,-29.247448893932386,0.9166666666666666,1.0
